Gene	HC_HC_D1	HC_HC_D3	HC_HC_D6	HC_HC_D10
Gsr	2.686151264	2.505616195	2.961931614	2.062920827
Sars	2.687623718	2.651617604	2.794461561	3.044165291
Dera	2.690167881	0	0	0
Vim	2.6919381	3.640291994	4.37107536	4.678568518
Erp29	2.697034534	2.824978799	2.582078021	3.101359746
Gnb1	2.700211314	2.870573086	3.266314578	3.630902615
Nars	2.705675444	2.171205331	2.769990947	2.800453714
Sil1	2.707740232	2.789464349	0	2.265160179
Pabpc1	2.70810788	2.840606474	2.972953752	2.960557484
Cct2	2.710293307	2.694980569	3.157693063	3.227807842
Qsox1	2.712403567	3.958337441	3.460381288	3.185886231
Ube2d3	2.716937674	3.428247148	4.03956873	3.467174684
C9	2.718684276	2.996207815	0	0
Pmm2	2.720189739	0	2.199652788	1.783876193
C4b	2.731058227	3.388912623	2.430840534	2.306820042
Banf1	2.731381591	2.727211902	3.235618273	3.542477742
Ufc1	2.736101848	0	2.87324205	0
Rab14	2.737173916	2.29573993	3.030536823	3.004595672
Pon1	2.740639971	3.493303414	0	0
C1qtnf3	2.745251785	0	0	0
Sucla2	2.748119945	2.530459968	0	0
Psma2	2.750659341	3.155806506	3.541974525	3.502557109
Itih1	2.761269973	3.098629131	0	0
Des	2.76708574	2.852312973	3.875915506	3.987052223
Gdf15	2.768027087	3.395052168	3.689789691	3.742256089
Srsf1	2.778545061	0	2.248922084	1.548201504
Cndp2	2.782098225	3.064392806	3.440441624	3.506660549
Srsf2	2.785768472	2.28965446	2.617450652	2.86626535
Ctsc	2.789565297	3.66067948	0	2.333476662
Clec11a	2.789722015	3.589604211	2.801234073	2.938461206
Cap1	2.792127727	3.394810494	3.849043075	4.126090911
Flrt1	2.795854435	0	0	0
Pm20d1	2.796844115	0	0	0
Mup10	2.796944541	3.848565606	3.038643057	0
Ssbp1	2.797407518	2.182408311	0	0
Pcca	2.802075871	2.332231461	2.155107358	0
Psmb2	2.82165577	2.984133052	3.058074726	2.944524086
Hdgf	2.823645753	2.910495488	3.352379942	3.510558666
Kpnb1	2.824455637	2.726738519	3.085235625	3.191449969
Lox	2.825082684	3.138873716	3.305036771	3.387149018
Tsta3	2.830399404	2.023379452	2.653967485	2.260996206
Lipc	2.832745578	2.90015889	0	0
Hnrnpd	2.841391075	2.240977269	3.082201898	2.806077791
Msn	2.843572628	2.91104375	3.783782863	4.16160839
Hnrnpa1	2.848701383	2.677844034	3.374794214	3.457670483
Hmgb2	2.850739794	2.813521305	3.365745232	3.279559923
Ezr	2.853395539	2.873323361	3.590399135	4.257539081
Bbox1	2.856350344	0	0	0
Gpi1	2.863270631	3.188593257	3.502236692	3.462917734
Creg1	2.86440335	3.463159711	3.190515971	3.304762958
Pck1	2.866765711	1.756557688	0	0
Rab1	2.869125963	2.128698698	3.060122718	2.995768004
Cct6a	2.873828783	2.626132163	2.979309929	3.319113017
Hyou1	2.878027303	2.138019721	1.623610784	1.496900831
Ppp1cb	2.878889313	0	2.204284421	2.745387216
Fbln1	2.882052055	3.563792318	3.527224201	3.46022688
Rab33b	2.89507217	2.104430123	3.17066669	3.154628629
Proc	2.910631366	3.478545473	2.886103336	0
Rab1b	2.919340745	2.128698698	3.43185812	3.178897204
Snx3	2.921910611	3.096220028	3.186020983	3.002146587
Mmp12	2.922293434	3.836637234	3.393024822	3.070542901
Gnb2	2.92491352	3.23807301	3.342159892	3.604629257
Iah1	2.925765914	0	2.539440451	0
Serpind1	2.928287563	3.351485376	3.089225751	3.409988571
Pigr	2.928868501	2.980490312	0	0
Trap1	2.93124525	3.049358737	3.534819976	3.709275954
Fmod	2.931641046	2.904653018	2.441962258	2.927215244
Trf	2.939845101	4.243534375	4.019176843	2.325387749
Comt	2.943949703	3.15084734	3.32587217	3.096410777
Nit1	2.945068731	2.201740208	2.598120335	0
Plg	2.948759953	3.511101096	0	0
Rdx	2.953731398	2.877602159	3.67272809	4.138934103
Arpc3	2.954091061	3.406911103	3.463238938	3.656635761
Il16	2.958571163	0	0	0
Gstk1	2.962258901	2.782892302	2.685116119	0
Eif3i	2.962673131	2.787635738	2.859073968	2.847558029
Rpl3	2.966609314	2.349522974	2.464653909	1.996411177
Rps27a	2.96978674	3.204514254	3.809627089	0
A2m	2.972848589	3.110922051	3.236527217	0
Txn1	2.974723177	2.973988776	3.490551201	3.022606564
Igfbp3	2.976034226	3.888878503	4.12380018	3.793776228
Eif3k	2.97916075	0	2.958737531	3.08700055
Pzp	2.980044477	3.465780373	3.028627833	2.726352909
Fasn	2.98302734	2.597477436	2.130097676	1.786301898
Rpl4	2.984872915	2.84495224	2.944510479	2.728937668
Dlst	2.987078771	2.638789568	2.510286987	0
Paics	2.988474558	2.399957508	3.050345217	3.01331813
Igfbp4	2.98886034	3.557301192	3.486636908	3.326849143
Shmt2	2.998014147	2.703799129	2.603266972	0
Arhgdia	3.00032423	3.428833636	4.139377359	4.110330021
Serping1	3.003667941	4.257093657	3.337877408	2.946242927
Cad	3.009900943	3.081533613	2.7918816	1.391706253
Cct5	3.010425182	2.541127899	2.872448536	3.13605747
Trmt112	3.010496193	3.411835733	3.227443151	3.136397163
Glod4	3.012316066	2.740339214	3.267897739	3.079969176
Calu	3.018480365	3.83761335	4.199252721	4.121284024
Glrx	3.020257594	0	3.458806638	0
Txndc17	3.021418669	2.881234723	3.567112442	3.397348197
Cpb2	3.025655992	3.995847379	3.038651186	2.389996861
Gbe1	3.027523812	2.884939668	2.822889433	2.802687137
Calr	3.027531466	3.380809599	3.214497733	3.400957869
F10	3.031171814	3.060759158	0	0
Psmd11	3.034261616	2.587481728	2.879839531	3.101656409
Msra	3.039070767	2.881234723	2.733623394	0
Ube2v1	3.04043856	2.748323004	3.609896925	3.83713493
Myh3	3.05063997	0	0	0
Lasp1	3.051858274	3.374535428	3.894634979	4.119032143
Psma3	3.054206652	2.964315209	3.288142682	2.992516779
Rpl14	3.057698174	3.179322437	2.948624565	1.709242377
Cyb5r3	3.070837014	0	0	2.436478864
H2afy	3.072708962	3.0271503	2.968934444	2.790628944
Rps3	3.080196239	3.492943351	3.577927718	3.387609643
Eif4a1	3.081237006	3.622009913	3.780109759	3.834117856
Sdhb	3.094734861	2.890134511	2.492355665	0
Prosc	3.103962651	0	2.687491343	0
Pygb	3.105637007	2.958408738	2.755635914	1.977627164
Mtpn	3.116920919	3.825403938	4.388048175	4.031826463
Apoa1bp	3.120598716	0	0	0
Dnpep	3.12296641	2.512634846	2.700742761	2.237320432
Pcbp2	3.12478354	3.095258135	3.215900973	3.295969359
Pgrmc1	3.125330164	2.929703385	3.088900439	2.935326423
Krt76	3.125922676	3.579942867	3.820537768	3.381418975
Abat	3.131583258	3.141338575	2.693114785	0
Glyat	3.132537924	3.367492769	2.688592002	0
Aco1	3.136226074	2.6974156	2.789193323	2.242491813
Tuba4a	3.136386746	3.805995663	4.377693765	4.202663611
Serbp1	3.139383769	2.266628394	2.834460362	2.81400551
Adm	3.144997094	3.32464578	2.622931874	1.787093345
Psmb1	3.147565181	3.001577708	3.276049491	3.168832271
Pcbp1	3.149774859	2.955449502	3.501960187	3.610500467
Hsp90b1	3.162746476	3.078511508	3.208565047	2.942201221
Krt79	3.166217271	3.774545288	3.788920635	3.388049807
Ganab	3.168444581	2.536237166	2.072053257	2.211655271
Chchd3	3.169996612	2.558330961	0	0
Bpnt1	3.170852978	2.597269567	2.97528002	3.257070901
Cmbl	3.172475207	2.066612953	2.556683551	0
Akr7a5	3.173950743	2.402945695	2.671359359	0
Cryz	3.176398831	2.908073512	2.838210033	2.858843921
Ahcyl1	3.176636748	3.062416958	2.693444489	2.504649055
Agt	3.17999869	3.701598183	3.256602057	2.757666804
Acly	3.183057223	2.635681101	2.293191506	2.231161117
Dcxr	3.186822016	2.400854886	0	0
Rnase4	3.207467529	3.530600493	3.494429812	3.773800101
Thbs1	3.217790351	3.964434247	3.99538539	4.182549652
Erp44	3.228828119	0	2.162182393	2.619889864
Rps16	3.229038224	3.559834988	3.265410155	3.29759945
Gdi2	3.232009721	3.176060406	3.314687458	3.504909268
Idh2	3.236238643	2.981508117	3.026753552	3.117390284
Orm1	3.242845569	4.090178839	2.689862096	0
Crip2	3.246468969	3.22008049	3.762083179	4.295646907
Gnb2l1	3.246775863	3.272123972	3.663699114	3.342400729
Psmd6	3.248520144	2.750435389	2.48903478	2.793811449
Ctsz	3.251114206	3.710876807	3.438789939	3.391940823
Apoa4	3.256919498	4.241742998	2.464337028	0
Hibch	3.260424811	2.906521783	2.443223344	0
Mthfd1	3.264613749	2.720683698	2.534336608	2.373135013
Cmpk1	3.268273038	3.06404201	3.478962046	3.49651018
Aimp1	3.275777797	0	2.594532073	2.496662698
Decr1	3.278660061	3.150248726	3.078951159	0
Nucb1	3.278720378	4.243510481	4.219705201	3.731051027
Nit2	3.27948852	2.913274559	2.997674733	0
Actn4	3.286778693	3.438126813	3.779074046	3.951062511
Krt2	3.293012178	3.785357515	3.912339784	3.368424157
Fgg	3.304915428	3.185697894	0	0
Krt73	3.31437523	3.879406112	3.779115696	3.39997912
Hspa9	3.314556309	3.160315499	3.181268222	2.713110316
Aldh6a1	3.314861538	2.932722478	2.327636525	0
Apon	3.320564963	0	0	0
Serpinf2	3.328310421	3.424028574	2.426570635	0
Pafah1b1	3.329189255	0	2.457710257	2.031738129
Pklr	3.330800739	3.246219612	3.620419536	3.572299977
Krt1	3.331116705	3.752577456	3.635903042	3.416720595
Dpys	3.331173684	2.609271573	2.374516966	0
Ctsb	3.332783176	4.36426301	3.761245228	3.941521522
Psma7	3.336672102	3.010929729	3.641551657	3.65255751
Orm2	3.341111712	4.129649329	2.745018994	0
F2	3.342699963	3.926060584	3.072641781	2.156102255
Hamp	3.348409684	3.917212927	3.19822754	0
Ech1	3.35000098	3.051119415	0	0
Rps13	3.358829463	3.245631154	3.458932309	2.481798713
Suclg1	3.370516275	3.01439464	2.133299406	1.62712605
Taldo1	3.389816895	3.296261095	3.811573762	3.727914594
Rpl26	3.394113244	2.797113827	3.038011956	3.009954316
Aldh8a1	3.396700615	3.15107985	2.337624023	0
Igfbp2	3.407603983	3.276586366	3.720505583	4.209177357
Pebp1	3.410084208	3.640155164	4.062002345	4.042346428
Glo1	3.412468028	3.069023941	2.992221526	1.919434152
Mug1	3.417262683	3.143133383	3.285941152	3.368057073
Slc9a3r1	3.417827518	2.853894809	3.304983336	3.166000068
Gsto1	3.427236718	3.231281259	3.850678549	4.113577577
Bsg	3.429298668	3.914683729	2.910134667	0
Vcp	3.433294978	3.213927727	3.601262855	3.536149555
Pygl	3.43414245	3.129505449	2.876220324	1.871359042
Rpl5	3.435742847	3.249683952	3.479071383	3.299983925
Cox5a	3.436179895	3.601318266	3.312094595	3.185674582
Galm	3.437797899	2.781036142	3.045193187	0
Sod2	3.439140214	3.733270344	3.531890799	0
Psma6	3.440828983	2.540562233	3.507271867	3.604339421
Sec13	3.446242952	3.100987115	0	3.53801426
Snd1	3.461699251	2.519538784	2.514061175	2.702818011
Capza2	3.465938168	3.128695064	3.484855113	3.715616857
Hsp90aa1	3.469891518	3.512801026	3.883329704	3.769751191
Rps5	3.475310083	3.24745379	3.387717032	3.30381966
Rps17	3.477224113	3.562044899	3.535298865	3.396900471
Rab11b	3.478883592	3.295705415	3.770206305	3.953253397
Tbca	3.479861869	3.042108741	3.238950615	3.346251178
Aldh9a1	3.482349057	2.960851333	2.823287582	2.403067574
Thbs4	3.487579037	3.023858066	3.079128822	3.084410883
Tubb6	3.498028538	4.035368311	4.206189179	4.37398847
Krt5	3.505172869	4.009606635	4.101873234	3.903550379
Rpl7	3.508840134	2.952717399	3.295008877	3.025738573
Acy3	3.509847587	1.996534781	2.487018838	0
Pdia6	3.541312383	2.977357395	2.963545625	3.052193118
Nqo2	3.542564257	2.682718618	3.141050013	3.404407222
Itih3	3.542858216	3.54964834	3.238900573	3.367982056
Ywhah	3.544718855	3.682400337	4.810522478	5.032030824
Acsm1	3.54739798	2.977906047	1.917136	0
4931406C07Rik	3.55393756	2.881029915	2.73548541	3.050107811
Echs1	3.556253613	3.344582518	2.560594153	0
Gpt	3.557068578	3.040311443	0	0
Pnpo	3.573658918	2.24975067	2.117515307	0
Cbr3	3.575192786	0	2.637903941	3.389028867
Lcat	3.575235983	3.17655178	2.997765652	0
Psma4	3.579576408	3.176827764	3.283484561	2.452818193
Atp5a1	3.580736707	3.757127172	3.366040836	3.244935038
Myl12b	3.587453352	3.993634225	4.187041806	4.283262008
Gsn	3.589116286	3.432768574	3.240468208	3.168078238
Shmt1	3.593356987	3.114480331	2.918513838	0
Esd	3.596159655	3.040010879	3.834864377	4.061229172
Apoc4	3.59741317	3.782474283	0	0
Ephx2	3.601749992	3.077662281	2.920357086	2.240046195
Rps15a	3.606236308	3.495662206	3.74662204	3.362073994
P4hb	3.608469522	3.442754981	3.123444094	3.231177543
Rpl24	3.612817594	0	3.504217028	3.658595283
Tubb2a	3.615914595	4.269543061	4.412344486	4.639653363
Tubb5	3.615914595	4.269543061	4.412344486	4.639653363
C3	3.618149707	4.082160122	3.264453728	2.823139831
Ddah1	3.619815841	0	3.773106712	4.137375406
Cfb	3.623646328	4.075645224	3.490072903	3.211061927
Eef1g	3.624839928	3.502136582	3.864852172	3.978891621
Rps18	3.632539787	4.233912574	3.905219452	3.756825486
Cfl2	3.634408158	4.50296901	4.679902594	4.539269981
Etfa	3.638724443	3.349103461	2.945619925	2.202158355
Ppib	3.642288039	3.280654972	3.71194874	3.659574097
Hsp90ab1	3.648229689	3.51693064	3.887459318	3.779493147
Apof	3.648945947	3.766950614	0	0
Ugp2	3.65075005	3.196622869	3.055896242	2.870732701
Dstn	3.651912248	3.875322366	4.061903722	3.940639336
Tst	3.657461114	3.066937626	3.388377981	0
Bphl	3.658552523	3.335045714	2.874838723	0
Rps4x	3.666592841	3.068788555	3.487013784	3.406017898
Fgb	3.666764127	3.053170022	0	0
Comp	3.675712221	3.175843913	3.197803217	3.27788618
Tubb1	3.677261565	3.826804491	4.056519879	4.261860437
Hspa1l	3.682057848	3.571157432	3.91831503	4.123635558
Krt19	3.682983257	3.803350094	4.040767732	3.849322523
Lap3	3.692213755	2.973821708	2.888773159	2.50666293
Spr	3.694882481	3.088603259	3.427884208	3.446768309
Ftcd	3.697668215	3.219842201	2.825233476	0
Lgals9	3.724630176	3.207587549	3.497307765	3.554232604
Krt8	3.726244418	3.99838385	4.213344669	4.215548952
Itih4	3.734602256	3.879981537	3.601793037	3.520861948
Treh	3.734901057	3.419188836	3.324752645	3.471667368
Ttr	3.735571125	4.055022027	3.635002884	0
Arpc4	3.751105405	3.647799556	3.909814571	3.92173462
Tubb4a	3.761165838	4.279527282	4.377728117	4.522713406
Glul	3.768145812	2.840266776	0	0
Rbp4	3.770133433	4.782412466	4.030709128	3.507899169
Tuba1a	3.773758384	4.020137027	4.468279892	4.55257455
Hgd	3.779577764	3.221958341	2.432057497	0
Krt18	3.7845906	4.010197395	4.285295674	4.130180724
Tkt	3.785623704	3.391083656	3.79559702	3.806113866
Eef2	3.789705962	3.383784524	3.831715666	3.902682625
Ces1c	3.790360747	4.146427034	3.08540512	0
Rpl10a	3.792712529	3.427259228	3.775418023	3.616258507
Sumo3	3.793144474	3.336851858	4.144964069	4.230182596
Tubb4b	3.794369496	4.269543061	4.399593301	4.512729185
Rplp2	3.79477227	4.131214227	3.980952925	3.997161968
Ywhaq	3.799966336	3.465478489	4.791138434	5.027558081
Hoga1	3.801727892	3.414273218	3.331211858	0
Ugdh	3.804716854	3.145359993	3.721918829	3.903188339
Idh1	3.813118401	3.343949551	3.539938495	3.338385593
Pbld1	3.814911522	2.996737937	2.836996948	0
Tpt1	3.816679833	3.966972557	4.420981257	4.4991397
Etfb	3.822616781	3.53124285	2.785669353	2.024965263
Bmp7	3.825530939	0	0	3.041614441
Azgp1	3.826688856	3.892746817	2.188607075	0
Cbr1	3.827142543	3.290045013	3.493819577	3.651565642
Rps14	3.833895972	3.378662167	3.418130548	3.623614054
Rps11	3.837411872	3.194361169	3.494985457	3.526916454
Gpd1	3.839427646	3.171882683	2.862911612	0
Aldh7a1	3.84423359	3.600647328	3.258033991	2.804881278
Prdx3	3.856112513	3.395453341	3.136779941	0
Saa3	3.860751794	4.132787338	3.06778488	0
Park7	3.868959924	3.753867144	3.979310934	4.028238093
Mup3	3.882473678	5.179420167	3.907462014	0
Lum	3.885936641	4.096658016	3.78695726	3.929852511
Akr1d1	3.890679965	3.056430475	0	0
Sod1	3.89426568	3.643701114	3.625297576	3.62941299
Ywhab	3.897458409	3.577059931	4.809175224	5.03827427
Rps19	3.900035589	3.492060319	3.800004696	3.757626581
Akr1b3	3.902622628	3.090494345	3.270469837	3.644127987
Fh1	3.910734972	3.369847648	2.99793671	2.550240634
Fga	3.912220824	3.227236155	1.891001188	0
Pfn1	3.920626274	4.419764337	4.568397054	4.901508281
Haao	3.920851823	3.287811766	3.205837737	0
Pgam1	3.93169707	3.875505161	4.059933013	4.060399382
Ppa1	3.936293906	3.496071381	3.664432576	3.358493833
Kng1	3.941706138	4.480155763	4.023419298	4.713201803
Adh5	3.957714548	3.237732285	3.406921657	3.227178091
Pah	3.962417268	1.916204278	0	0
Pdia3	3.964867294	3.550438418	3.592344664	3.947709938
Hspa5	3.969751289	3.584411002	3.508186096	3.816993832
Hebp1	3.973232747	2.699691629	0	0
Psmb6	3.980784283	3.622031056	3.749527954	3.678835221
Cat	3.987812097	3.496789823	3.22184483	3.265730928
Blvrb	4.003495818	3.425435033	3.904299746	4.155573153
Serpinc1	4.009973525	4.077113576	3.722130098	3.643472395
Hspa2	4.014877918	3.888125358	4.195375823	4.250174466
Myl6	4.029224118	3.83055019	4.28428922	4.644031085
Igfbp1	4.029429987	4.267486319	3.678226552	3.896633081
Cth	4.05248925	3.758015967	3.581444292	2.613127526
Ndufa4	4.05300466	4.043507646	3.56201574	0
Hspa8	4.053145512	3.958031422	4.256740278	4.299589195
Ywhaz	4.053735097	4.051184611	4.893935949	5.114115121
Grhpr	4.055176833	3.375651942	3.389658363	2.647453464
Cfl1	4.062195833	4.858781101	4.994397832	5.041256291
Rps20	4.070582433	3.697875152	3.823683271	3.984043169
Ywhae	4.071887253	3.792267766	4.786667907	5.033585347
Akr1e1	4.075114423	3.729323719	4.052709802	3.814092613
Pcbd1	4.079349326	3.642801285	3.92038119	0
Khk	4.092891125	3.31881576	2.858049689	2.165859765
Got1	4.099729626	3.563171388	3.507038984	3.039363435
Dak	4.105093374	3.663525428	3.266187505	2.606229129
Ywhag	4.116339923	3.84773797	4.861414699	5.064382843
Aldoc	4.11755547	4.309259419	4.171865976	3.812090515
Hagh	4.119275265	3.357288652	3.246525776	2.767471799
Scp2	4.120970361	3.578205548	3.066349055	2.724112848
Hspd1	4.135121942	4.157937188	3.492934821	2.899613457
Cxcl10	4.15711555	0	0	0
Ndrg2	4.161323771	3.189876103	1.960713901	0
Hp	4.174523276	4.681487301	3.056120009	0
Aldh1l1	4.184371005	3.676720644	3.360725048	2.311402103
Acat1	4.216142375	3.757636816	3.208878318	0
Qdpr	4.228736811	3.586193043	3.52581918	2.438969227
Clu	4.230267303	5.779465983	5.574358599	5.606021732
Ldha	4.238531119	4.293665268	4.475589377	4.178172102
Ctsl	4.249323518	4.695159243	4.219763338	4.555393598
Abhd14b	4.252459251	3.740536309	3.677477827	3.269578142
Serpinf1	4.256927571	4.906345443	4.516692761	4.048386334
Serpina1e	4.257948122	4.89925937	4.250868873	3.325632655
Eci1	4.337278472	3.950933429	3.606304955	2.916463828
Got2	4.362897286	4.025562903	3.948284945	3.169430027
Ak2	4.363183487	3.744210604	3.065985265	2.796054963
Atp5b	4.363593253	4.248324287	3.859019802	3.79035362
Hist1h1e	4.37351659	3.626478928	3.791077973	3.848116979
Prdx5	4.374663645	3.964653022	4.217836304	3.840911427
Hint1	4.388207956	3.886374362	4.325186722	4.396459289
Mdh1	4.395024671	3.971633452	3.897838546	3.542648627
Gpx1	4.408266857	4.096153544	3.923983667	3.094193456
Hist2h2bb	4.410445728	4.797254594	4.923772055	4.581825952
Hist1h2bm	4.410445728	4.797254594	4.923772055	4.581825952
Hist1h2be	4.410445728	4.797254594	4.923772055	4.581825952
B2m	4.424673254	5.440477899	5.415655399	4.913462094
Actbl2	4.454513232	5.03439165	5.13611103	5.296323581
Mdh2	4.457040409	4.115607362	3.919801165	3.535436859
Fah	4.460026722	3.814479379	3.605639101	2.68569601
Col1a2	4.46752873	4.506423894	3.875731717	3.571953825
Itih2	4.491571633	4.344697985	4.23927477	4.292185482
Col1a1	4.50430498	4.557270882	4.002228582	3.738225636
Prdx4	4.521980669	4.245001312	4.36101209	4.330009503
Akr1a1	4.538713711	3.884024633	3.864930434	4.269728002
Apoc1	4.55409473	5.139384722	3.922869304	3.07856529
Serpina3n	4.557762236	4.397533123	2.329179268	0
Sord	4.606709995	4.169659088	3.652608873	2.849697594
Tpi1	4.615553167	4.093361743	4.091857958	4.120805474
Acaa2	4.636234594	4.263881625	3.993145734	2.910810274
Vnn1	4.640202936	4.108215653	3.509064701	3.735782919
Alb	4.69027834	4.916403593	4.271807812	4.089467021
Fbp1	4.704937833	4.256535366	3.817445913	2.936371374
Bhmt2	4.757796416	4.37228296	3.805569578	0
Prdx1	4.813980734	4.518988372	4.764652756	4.76741085
Serpina3k	4.822574282	4.634186539	2.519211938	0
Dbi	4.833822046	4.358355978	4.551372244	4.085672641
Serpina1b	4.838500207	5.258664666	4.520067336	3.976741468
Saa2	4.842461328	4.95868915	2.562100888	0
Serpina1d	4.871257166	5.258664666	4.505133103	3.904806724
Serpina1c	4.889091511	5.245588428	4.564045684	3.901016416
Hspe1	4.890293596	4.543209246	4.452059505	4.180064958
Hist1h3i	4.906660618	4.631642206	4.798490723	4.596057947
Saa1	4.919259199	5.005552595	3.211045	0
Arg1	4.94196577	4.24778204	3.921181991	3.008215105
Actg2	4.97007612	5.138976179	5.460276588	5.546261528
Actc1	4.97007612	5.138976179	5.46277254	5.546261528
Actb	4.97007612	5.319005178	5.587400066	5.568311669
Ppia	5.025766058	4.693986662	5.103377891	5.340971362
Apoa1	5.082827473	4.928985597	4.483267274	4.803366134
Aldob	5.092561574	4.663492193	4.31331223	3.700754088
Apoc3	5.099702387	4.884431997	3.147159833	0
Hist1h4m	5.121967652	4.950286676	5.054017919	4.748753809
Mif	5.187508801	4.505535451	4.883829342	4.71388014
Apoa2	5.223954597	5.143992444	4.069667553	0
H2afx	5.266114576	4.673919442	4.942581653	4.588661264
Hrsp12	5.273775747	4.789192491	4.84529432	3.975917902
Fabp1	5.296324259	4.831711825	4.812481063	3.674884667
H2afv	5.304821897	4.70142508	4.966228243	4.775395069
Apoe	5.307270811	5.5034981	5.206214271	4.949616994
Hist2h2ac	5.348865604	4.88719767	5.029835783	4.732221574
Hist2h2ab	5.450835278	4.992825928	5.317350916	4.982426422
